measurementTime,year,fl,measurementTime_2,date,month,hour,group,gf,gf1,date_corr,sd_all,mean_all,sd_mean_all,cv,cv100,fl_med_day,fl_med_3
1/1/2021 2:00,2021,0.698,2021-01-01T02:00:00Z,2021-01-01,1,2,1,0.09806835066864793,NA,2020-12-31,0.20940905518460814,0.9156228373702422,-1.0392236246822903,22.87066755412647,45.74133510825294,0.705,NA
1/1/2021 3:00,2021,0.764,2021-01-01T03:00:00Z,2021-01-01,1,3,1,-0.08452722063037257,-0.08452722063037257,2020-12-31,0.20940905518460814,0.9156228373702422,-0.7240510074245665,22.87066755412647,45.74133510825294,0.705,NA
1/1/2021 4:00,2021,0.705,2021-01-01T04:00:00Z,2021-01-01,1,4,1,-0.013089005235602106,-0.013089005235602106,2020-12-31,0.20940905518460814,0.9156228373702422,-1.0057962258822286,22.87066755412647,45.74133510825294,0.705,0.705
1/1/2021 5:00,2021,0.695,2021-01-01T05:00:00Z,2021-01-01,1,5,1,0.056737588652482324,0.056737588652482324,2020-12-31,0.20940905518460814,0.9156228373702422,-1.0535496527394597,22.87066755412647,45.74133510825294,0.705,0.705
1/1/2021 6:00,2021,0.735,2021-01-01T06:00:00Z,2021-01-01,1,6,1,-0.07050359712230207,-0.07050359712230207,2020-12-31,0.20940905518460814,0.9156228373702422,-0.8625359453105361,22.87066755412647,45.74133510825294,0.705,0.705
1/1/2021 20:00,2021,0.649,2021-01-01T20:00:00Z,2021-01-01,1,20,1,-0.015942028985507263,-0.015942028985507263,2021-01-01,0.20940905518460814,0.9156228373702422,-1.2732154162827212,22.87066755412647,45.74133510825294,0.762,NA
1/1/2021 21:00,2021,0.638,2021-01-01T21:00:00Z,2021-01-01,1,21,1,0.03081664098613254,0.03081664098613254,2021-01-01,0.20940905518460814,0.9156228373702422,-1.325744185825675,22.87066755412647,45.74133510825294,0.762,NA
1/1/2021 22:00,2021,0.658,2021-01-01T22:00:00Z,2021-01-01,1,22,1,0.07836990595611275,0.07836990595611275,2021-01-01,0.20940905518460814,0.9156228373702422,-1.2302373321112132,22.87066755412647,45.74133510825294,0.762,0.649
1/1/2021 23:00,2021,0.708,2021-01-01T23:00:00Z,2021-01-01,1,23,1,0.12006079027355633,0.12006079027355633,2021-01-01,0.20940905518460814,0.9156228373702422,-0.9914701978250594,22.87066755412647,45.74133510825294,0.762,0.658
1/2/2021 0:00,2021,0.787,2021-01-02T00:00:00Z,2021-01-02,1,0,1,0.0918079096045197,0.0918079096045197,2021-01-01,0.20940905518460814,0.9156228373702422,-0.6142181256529355,22.87066755412647,45.74133510825294,0.762,0.708
1/2/2021 1:00,2021,0.852,2021-01-02T01:00:00Z,2021-01-02,1,1,1,0.027954256670902185,0.027954256670902185,2021-01-01,0.20940905518460814,0.9156228373702422,-0.3038208510809354,22.87066755412647,45.74133510825294,0.762,0.787
1/2/2021 2:00,2021,0.874,2021-01-02T02:00:00Z,2021-01-02,1,2,1,-0.1267605633802817,-0.1267605633802817,2021-01-01,0.20940905518460814,0.9156228373702422,-0.19876331199502748,22.87066755412647,45.74133510825294,0.762,0.852
1/2/2021 3:00,2021,0.766,2021-01-02T03:00:00Z,2021-01-02,1,3,1,0.002288329519450803,0.002288329519450803,2021-01-01,0.20940905518460814,0.9156228373702422,-0.7145003220531204,22.87066755412647,45.74133510825294,0.762,0.852
1/2/2021 4:00,2021,0.768,2021-01-02T04:00:00Z,2021-01-02,1,4,1,-0.007832898172323766,-0.007832898172323766,2021-01-01,0.20940905518460814,0.9156228373702422,-0.7049496366816742,22.87066755412647,45.74133510825294,0.762,0.768
1/2/2021 5:00,2021,0.762,2021-01-02T05:00:00Z,2021-01-02,1,5,1,-0.015625000000000014,-0.015625000000000014,2021-01-01,0.20940905518460814,0.9156228373702422,-0.7336016927960127,22.87066755412647,45.74133510825294,0.762,0.766
1/2/2021 6:00,2021,0.75,2021-01-02T06:00:00Z,2021-01-02,1,6,1,-0.05118110236220477,-0.05118110236220477,2021-01-01,0.20940905518460814,0.9156228373702422,-0.7909058050246898,22.87066755412647,45.74133510825294,0.762,0.762
1/2/2021 20:00,2021,0.913,2021-01-02T20:00:00Z,2021-01-02,1,20,1,-0.04358655043586554,-0.04358655043586554,2021-01-02,0.20940905518460814,0.9156228373702422,-0.01252494725182706,22.87066755412647,45.74133510825294,0.833,NA
1/2/2021 21:00,2021,0.878,2021-01-02T21:00:00Z,2021-01-02,1,21,1,-0.06900328587075581,-0.06900328587075581,2021-01-02,0.20940905518460814,0.9156228373702422,-0.1796619412521351,22.87066755412647,45.74133510825294,0.833,NA
1/2/2021 22:00,2021,0.815,2021-01-02T22:00:00Z,2021-01-02,1,22,1,-0.0011389521640091126,-0.0011389521640091126,2021-01-02,0.20940905518460814,0.9156228373702422,-0.48050853045268965,22.87066755412647,45.74133510825294,0.833,0.878
1/2/2021 23:00,2021,0.814,2021-01-02T23:00:00Z,2021-01-02,1,23,1,0.05766871165644177,0.05766871165644177,2021-01-02,0.20940905518460814,0.9156228373702422,-0.4852838731384127,22.87066755412647,45.74133510825294,0.833,0.815
